"Date/Time (EDT)","Zone","Section","Row","Qty","Price"
"12-10-22 / 01:13 AM","Upper Concourse","448","5","2","407.7"
"12-10-22 / 01:13 AM","Upper Concourse","414","16","2","517.5"
"12-09-22 / 08:17 PM","Club Mezzanine","C338","4","2","872.03"
"12-09-22 / 03:42 PM","Club Mezzanine","C336","15","3","710.1"
"12-09-22 / 03:42 PM","Field","J","30","1","1800"
"12-09-22 / 03:42 PM","Upper Concourse","409","18","2","427.5"
"12-09-22 / 11:20 AM","Upper Concourse","422","18","2","576.24"
"12-09-22 / 04:01 AM","Upper Concourse","432","17","2","405"
"12-08-22 / 07:39 PM","Upper Concourse","433","3","2","621.78"
"12-08-22 / 03:18 PM","Main","242","7","2","553.5"
"12-08-22 / 12:09 AM","Upper Concourse","446","25","2","405"
"12-08-22 / 12:09 AM","Club Hall of Fame","C136","13","1","1975.5"
"12-08-22 / 12:09 AM","Upper Concourse","420","14","2","450"
"12-07-22 / 08:39 PM","Upper Concourse","406","22","3","369"
"12-07-22 / 08:39 PM","Club Mezzanine","C339","1","2","720"
"12-07-22 / 08:39 PM","Club Main","C207","7","1","720"
"12-07-22 / 05:05 PM","Upper Concourse","422","18","2","391.5"
"12-07-22 / 05:05 PM","Club Mezzanine","C335","10","4","942.3"
"12-07-22 / 01:49 PM","Upper Concourse","421","24","2","484.03"
"12-07-22 / 02:58 AM","Hall of Fame","103","5","4","697.81"
"12-07-22 / 02:58 AM","Upper Concourse","419","26","5","557.55"
"12-06-22 / 11:41 PM","Upper Concourse","447","22","2","378"
"12-06-22 / 08:43 PM","Field","Q","27","2","4005"
"12-06-22 / 05:12 PM","Main","226","10","3","809.1"
"12-06-22 / 05:12 PM","Upper Concourse","432","17","2","450"
"12-06-22 / 05:12 PM","Main","229","10","3","823.53"
"12-06-22 / 05:12 PM","Main","218","12","2","1080"
"12-06-22 / 05:12 PM","Hall of Fame","146","6","2","1350"
"12-06-22 / 05:10 AM","Club Hall of Fame","C132","20","4","1260"
"12-06-22 / 02:13 AM","Club Hall of Fame","C113","2","2","1959.02"
"12-05-22 / 11:05 PM","Upper Concourse","410","30","2","360"
"12-05-22 / 07:32 PM","Field","D","5","4","3415.5"
"12-05-22 / 07:32 PM","Hall of Fame","143","15","6","872.2"
"12-05-22 / 12:47 PM","Upper Concourse","441","24","2","405"
"12-05-22 / 01:13 AM","Main","222","14","2","720"
"12-05-22 / 01:13 AM","Hall of Fame","142","18","2","828"
"12-04-22 / 09:58 PM","Upper Concourse","434","24","6","546"
"12-04-22 / 09:58 PM","Field","J","30","1","1440"
"12-04-22 / 09:58 PM","Upper Concourse","415","17","2","630"
"12-04-22 / 06:14 PM","Upper Concourse","408","1","3","495"
"12-04-22 / 06:14 PM","Upper Concourse","448","5","2","337.5"
"12-04-22 / 06:14 PM","Main","218","8","6","1188"
"12-04-22 / 02:47 PM","Upper Concourse","435","23","2","486"
"12-04-22 / 05:31 AM","Field","A","25","2","2340"
"12-04-22 / 05:31 AM","Hall of Fame","123","19","4","1638"
"12-04-22 / 05:31 AM","Main","242","3","3","764.99"
"12-04-22 / 05:31 AM","Upper Concourse","444","20","4","702"
"12-04-22 / 02:40 AM","Upper Concourse","405","22","3","387.03"
"12-04-22 / 02:40 AM","Club Hall of Fame","C114","9","2","1350"
"12-04-22 / 02:40 AM","Upper Concourse","449","18","1","360"
"12-03-22 / 06:37 PM","Hall of Fame","125","15","4","1170"
"12-03-22 / 02:55 PM","Main","222","15","5","1400.17"
"12-03-22 / 02:55 PM","Hall of Fame","124","13","1","1080"
"12-03-22 / 11:07 AM","Upper Concourse","415","24","2","450"
"12-02-22 / 04:44 PM","Hall of Fame","126","15","1","900"
"12-02-22 / 04:44 PM","Upper Concourse","421","1","3","630"
"12-02-22 / 12:41 PM","Upper Concourse","421","5","4","765"
"12-02-22 / 09:21 AM","Upper Concourse","448","19","1","360"
"12-02-22 / 09:21 AM","Main","215","12","3","886.5"
"12-02-22 / 06:24 AM","Club Mezzanine","C338","10","4","900"
"12-02-22 / 02:59 AM","Club Mezzanine","C314","10","2","809.1"
"12-02-22 / 02:59 AM","Upper Concourse","409","29","2","405"
"12-02-22 / 02:59 AM","Upper Concourse","417","22","3","540"
"12-02-22 / 02:59 AM","Field","C","5","4","3720"
"12-01-22 / 11:09 PM","Mezzanine","304","3","3","1080"
"12-01-22 / 11:09 PM","Hall of Fame","125","13","2","1035"
"12-01-22 / 07:17 PM","Upper Concourse","443","16","2","495"
"12-01-22 / 03:45 PM","Upper Concourse","436","14","3","450"
"12-01-22 / 12:32 PM","Upper Concourse","407","20","2","383.15"
"12-01-22 / 12:32 PM","Upper Concourse","438","18","3","414"
"12-01-22 / 09:34 AM","Hall of Fame","119","8","2","1260"
"12-01-22 / 09:34 AM","Hall of Fame","120","10","2","1161"
"12-01-22 / 04:24 AM","Club Hall of Fame","C108","5","3","1620"
"12-01-22 / 01:10 AM","Hall of Fame","143","11","1","517.5"
"11-30-22 / 10:16 PM","Upper Concourse","405","15","2","362.78"
"11-30-22 / 10:16 PM","Upper Concourse","445","17","5","427.5"
"11-30-22 / 03:50 PM","Field","C","17","4","2142.14"
"11-30-22 / 03:50 PM","Club Mezzanine","C335","16","4","720"
"11-30-22 / 03:50 PM","Upper Concourse","448","19","5","360"
"11-30-22 / 01:52 AM","Club Main","C236","3","2","990"
"11-29-22 / 10:52 PM","Hall of Fame","128","8","4","1620"
"11-29-22 / 07:43 PM","Mezzanine","330","3","2","720"
"11-29-22 / 07:43 PM","Upper Concourse","436","24","3","514.15"
"11-29-22 / 04:45 PM","Upper Concourse","450","5","1","225"
"11-29-22 / 01:47 PM","Upper Concourse","406","17","2","405"
"11-29-22 / 11:04 AM","Field","H","8","2","1566.5"
"11-29-22 / 12:20 AM","Club Hall of Fame","C113","21","4","2037"
"11-29-22 / 12:20 AM","Club Hall of Fame","C110","15","4","2425"
"11-29-22 / 12:20 AM","Mezzanine","304","2","1","900"
"11-28-22 / 09:31 PM","Upper Concourse","410","30","2","450"
"11-28-22 / 09:31 PM","Upper Concourse","447","23","1","252"
"11-28-22 / 09:31 PM","Hall of Fame","102","16","3","832.5"
"11-28-22 / 09:31 PM","Upper Concourse","439","17","2","675"
"11-28-22 / 09:31 PM","Main","219","6","1","720"
"11-28-22 / 09:31 PM","Upper Concourse","435","10","2","648"
"11-28-22 / 09:31 PM","Main","224","7","2","1044.34"
"11-28-22 / 09:31 PM","Main","221","6","2","1350"
"11-28-22 / 09:31 PM","Upper Concourse","436","25","2","495.95"
"11-28-22 / 09:31 PM","Field","E","8","2","1557.02"
"11-28-22 / 09:35 AM","Upper Concourse","440","23","3","495"
"11-28-22 / 03:21 AM","Hall of Fame","123","19","6","1638"
"11-28-22 / 03:21 AM","Club Mezzanine","C334","11","1","629.1"
"11-28-22 / 01:07 AM","Main","242","3","2","585"
"11-28-22 / 01:07 AM","Upper Concourse","436","24","3","514.15"
"11-27-22 / 10:48 PM","Upper Concourse","410","30","2","540"
"11-27-22 / 05:24 PM","Field","A","13","2","1800"
"11-27-22 / 05:24 PM","Club Main","C209","8","2","1035"
"11-27-22 / 02:51 PM","Upper Concourse","405","2","2","405"
"11-27-22 / 09:35 AM","Hall of Fame","121","15","1","1076.7"
"11-27-22 / 12:58 AM","Field","A","25","2","2340"
"11-27-22 / 12:58 AM","Club Mezzanine","C338","4","7","872.03"
"11-27-22 / 12:58 AM","Upper Concourse","417","3","3","727.2"
"11-27-22 / 12:58 AM","Main","203","8","2","1545.3"
"11-26-22 / 02:41 PM","Upper Concourse","447","21","3","441"
